epoch,datetime_ist,open,high,low,close,volume
1742787900,2025-03-24 09:15:00+05:30,395.0,395.0,340.55,341.0,26325
1742788200,2025-03-24 09:20:00+05:30,342.5,357.7,341.7,345.55,23175
1742788500,2025-03-24 09:25:00+05:30,347.6,360.95,347.6,357.0,22350
1742788800,2025-03-24 09:30:00+05:30,357.0,379.35,357.0,376.85,23475
1742789100,2025-03-24 09:35:00+05:30,378.6,384.8,370.55,382.3,4200
1742789400,2025-03-24 09:40:00+05:30,382.3,387.6,356.4,365.6,8175
1742789700,2025-03-24 09:45:00+05:30,365.6,370.0,354.5,355.35,6975
1742790000,2025-03-24 09:50:00+05:30,355.35,355.35,341.6,352.0,9300
1742790300,2025-03-24 09:55:00+05:30,349.65,349.65,327.0,327.95,11850
1742790600,2025-03-24 10:00:00+05:30,328.0,331.0,321.0,325.95,18675
1742790900,2025-03-24 10:05:00+05:30,324.2,332.75,324.2,330.15,14400
1742791200,2025-03-24 10:10:00+05:30,329.75,332.35,326.15,328.95,9600
1742791500,2025-03-24 10:15:00+05:30,329.8,332.55,324.3,325.6,13950
1742791800,2025-03-24 10:20:00+05:30,323.8,332.3,323.8,329.35,22350
1742792100,2025-03-24 10:25:00+05:30,331.3,331.65,322.8,328.25,11400
1742792400,2025-03-24 10:30:00+05:30,328.3,332.95,325.8,332.85,12825
1742792700,2025-03-24 10:35:00+05:30,332.85,333.0,325.0,329.2,21525
1742793000,2025-03-24 10:40:00+05:30,328.95,328.95,319.75,326.35,16650
1742793300,2025-03-24 10:45:00+05:30,326.2,328.95,321.95,321.95,24525
1742793600,2025-03-24 10:50:00+05:30,321.65,323.0,315.8,319.45,11925
1742793900,2025-03-24 10:55:00+05:30,319.25,320.25,309.65,310.5,13875
1742794200,2025-03-24 11:00:00+05:30,309.6,316.8,298.45,302.35,27825
1742794500,2025-03-24 11:05:00+05:30,302.5,309.45,302.3,308.8,21975
1742794800,2025-03-24 11:10:00+05:30,308.3,315.55,307.65,307.65,17325
1742795100,2025-03-24 11:15:00+05:30,307.65,315.25,307.65,313.85,4575
1742795400,2025-03-24 11:20:00+05:30,313.0,313.7,307.0,307.0,2025
1742795700,2025-03-24 11:25:00+05:30,307.0,310.5,305.0,307.5,4725
1742796000,2025-03-24 11:30:00+05:30,307.5,310.9,306.0,309.85,16425
1742796300,2025-03-24 11:35:00+05:30,308.85,319.95,308.85,318.6,7875
1742796600,2025-03-24 11:40:00+05:30,318.6,324.35,316.8,317.9,16650
1742796900,2025-03-24 11:45:00+05:30,316.0,316.0,310.0,311.45,3000
1742797200,2025-03-24 11:50:00+05:30,313.55,315.8,312.85,315.2,22500
1742797500,2025-03-24 11:55:00+05:30,315.2,316.45,307.8,307.8,4950
1742797800,2025-03-24 12:00:00+05:30,307.8,312.9,306.0,308.2,12900
1742798100,2025-03-24 12:05:00+05:30,308.2,315.95,308.2,311.45,7500
1742798400,2025-03-24 12:10:00+05:30,311.45,311.45,304.3,305.0,4800
1742798700,2025-03-24 12:15:00+05:30,305.0,306.05,297.6,299.1,10425
1742799000,2025-03-24 12:20:00+05:30,299.1,300.95,298.0,300.0,9675
1742799300,2025-03-24 12:25:00+05:30,300.0,301.1,295.55,296.7,6900
1742799600,2025-03-24 12:30:00+05:30,296.7,302.35,294.7,300.3,6300
1742799900,2025-03-24 12:35:00+05:30,302.0,302.85,296.8,300.9,12675
1742800200,2025-03-24 12:40:00+05:30,301.25,303.45,297.55,299.35,6600
1742800500,2025-03-24 12:45:00+05:30,299.35,302.15,295.5,295.5,3825
1742800800,2025-03-24 12:50:00+05:30,295.5,303.15,295.5,301.6,4650
1742801100,2025-03-24 12:55:00+05:30,301.6,311.5,299.25,310.3,8025
1742801400,2025-03-24 13:00:00+05:30,310.3,313.0,303.15,304.0,2700
1742801700,2025-03-24 13:05:00+05:30,304.0,305.65,301.0,303.3,22200
1742802000,2025-03-24 13:10:00+05:30,303.3,303.85,298.45,298.45,5775
1742802300,2025-03-24 13:15:00+05:30,298.45,303.05,294.5,302.9,23325
1742802600,2025-03-24 13:20:00+05:30,302.65,302.7,299.35,302.7,2175
1742802900,2025-03-24 13:25:00+05:30,302.7,302.7,297.2,297.45,13350
1742803200,2025-03-24 13:30:00+05:30,297.45,299.95,296.6,298.05,2475
1742803500,2025-03-24 13:35:00+05:30,297.7,300.0,295.0,295.0,4500
1742803800,2025-03-24 13:40:00+05:30,295.0,302.3,294.3,302.3,5550
1742804100,2025-03-24 13:45:00+05:30,302.3,310.3,302.3,305.55,5100
1742804400,2025-03-24 13:50:00+05:30,306.05,306.95,295.65,297.05,5925
1742804700,2025-03-24 13:55:00+05:30,297.05,297.8,285.25,285.25,15900
1742805000,2025-03-24 14:00:00+05:30,286.5,288.0,283.35,288.0,16725
1742805300,2025-03-24 14:05:00+05:30,288.0,289.15,285.7,287.5,7950
1742805600,2025-03-24 14:10:00+05:30,286.8,288.1,273.5,274.5,22350
1742805900,2025-03-24 14:15:00+05:30,274.5,277.15,272.0,274.5,28650
1742806200,2025-03-24 14:20:00+05:30,274.5,276.5,270.3,271.2,45075
1742806500,2025-03-24 14:25:00+05:30,271.55,277.9,269.7,277.0,26400
1742806800,2025-03-24 14:30:00+05:30,277.25,280.8,275.8,280.8,20250
1742807100,2025-03-24 14:35:00+05:30,281.0,281.5,274.3,274.75,6450
1742807400,2025-03-24 14:40:00+05:30,274.75,280.65,274.75,277.35,7650
1742807700,2025-03-24 14:45:00+05:30,277.35,281.95,277.35,279.2,21450
1742808000,2025-03-24 14:50:00+05:30,279.2,280.15,274.5,275.0,8100
1742808300,2025-03-24 14:55:00+05:30,275.0,282.3,273.9,280.35,20775
1742808600,2025-03-24 15:00:00+05:30,280.5,293.4,280.5,290.35,13875
1742808900,2025-03-24 15:05:00+05:30,291.0,293.2,285.0,287.65,7575
1742809200,2025-03-24 15:10:00+05:30,287.65,288.85,284.5,286.25,9675
1742809500,2025-03-24 15:15:00+05:30,287.6,287.6,279.45,281.9,24225
1742809800,2025-03-24 15:20:00+05:30,281.9,281.95,274.4,274.7,13950
1742810100,2025-03-24 15:25:00+05:30,275.45,276.0,271.0,272.65,21900
1742874300,2025-03-25 09:15:00+05:30,254.9,275.0,251.0,275.0,85050
1742874600,2025-03-25 09:20:00+05:30,276.0,296.45,275.5,293.75,94350
1742874900,2025-03-25 09:25:00+05:30,295.25,295.25,270.85,272.8,74325
1742875200,2025-03-25 09:30:00+05:30,272.8,272.9,258.6,258.6,57300
1742875500,2025-03-25 09:35:00+05:30,258.6,261.5,248.9,252.0,44175
1742875800,2025-03-25 09:40:00+05:30,252.5,255.0,250.15,252.55,37950
1742876100,2025-03-25 09:45:00+05:30,253.25,256.8,244.75,245.4,31575
1742876400,2025-03-25 09:50:00+05:30,245.25,246.4,234.55,234.8,56100
1742876700,2025-03-25 09:55:00+05:30,234.8,235.5,226.8,228.2,55650
1742877000,2025-03-25 10:00:00+05:30,228.05,242.4,228.05,239.6,113325
1742877300,2025-03-25 10:05:00+05:30,238.45,246.5,235.9,245.0,18150
1742877600,2025-03-25 10:10:00+05:30,245.45,260.0,243.95,260.0,34875
1742877900,2025-03-25 10:15:00+05:30,262.0,263.85,244.75,251.5,49500
1742878200,2025-03-25 10:20:00+05:30,250.0,250.0,242.2,242.85,23325
1742878500,2025-03-25 10:25:00+05:30,242.85,246.5,240.0,243.5,15675
1742878800,2025-03-25 10:30:00+05:30,245.45,254.4,244.7,254.4,8700
1742879100,2025-03-25 10:35:00+05:30,254.4,274.45,252.25,265.0,175650
1742879400,2025-03-25 10:40:00+05:30,265.1,275.25,256.2,260.55,66075
1742879700,2025-03-25 10:45:00+05:30,260.55,270.6,259.4,266.85,55800
1742880000,2025-03-25 10:50:00+05:30,267.75,276.85,264.65,275.4,24150
1742880300,2025-03-25 10:55:00+05:30,275.4,304.7,275.4,281.5,54975
1742880600,2025-03-25 11:00:00+05:30,283.6,295.5,280.75,281.3,35025
1742880900,2025-03-25 11:05:00+05:30,281.3,290.0,271.65,290.0,31725
1742881200,2025-03-25 11:10:00+05:30,290.0,290.0,278.05,279.15,22800
1742881500,2025-03-25 11:15:00+05:30,279.15,285.1,270.0,275.1,15075
1742881800,2025-03-25 11:20:00+05:30,274.5,292.2,274.5,290.75,7875
1742882100,2025-03-25 11:25:00+05:30,292.7,297.55,285.6,292.0,27075
1742882400,2025-03-25 11:30:00+05:30,290.05,293.25,279.55,281.65,20100
1742882700,2025-03-25 11:35:00+05:30,283.3,297.9,281.65,297.05,25200
1742883000,2025-03-25 11:40:00+05:30,298.45,301.45,290.0,296.45,24375
1742883300,2025-03-25 11:45:00+05:30,294.0,296.7,285.75,296.7,13125
1742883600,2025-03-25 11:50:00+05:30,297.6,300.0,279.6,283.45,21300
1742883900,2025-03-25 11:55:00+05:30,281.05,286.5,271.3,272.0,17025
1742884200,2025-03-25 12:00:00+05:30,272.0,276.0,271.15,274.45,21750
1742884500,2025-03-25 12:05:00+05:30,274.45,277.45,263.75,265.75,12975
1742884800,2025-03-25 12:10:00+05:30,265.75,280.9,265.75,274.5,16800
1742885100,2025-03-25 12:15:00+05:30,276.15,290.9,274.0,286.6,14550
1742885400,2025-03-25 12:20:00+05:30,286.6,289.75,275.0,276.75,9450
1742885700,2025-03-25 12:25:00+05:30,275.5,283.35,272.8,272.85,19125
1742886000,2025-03-25 12:30:00+05:30,273.6,277.0,265.05,277.0,10200
1742886300,2025-03-25 12:35:00+05:30,277.0,280.15,267.4,267.4,3525
1742886600,2025-03-25 12:40:00+05:30,266.75,272.6,263.2,264.6,6075
1742886900,2025-03-25 12:45:00+05:30,264.3,268.55,260.0,262.05,8775
1742887200,2025-03-25 12:50:00+05:30,263.0,271.45,261.25,268.9,12600
1742887500,2025-03-25 12:55:00+05:30,268.25,269.85,263.75,267.05,12450
1742887800,2025-03-25 13:00:00+05:30,266.3,272.85,264.55,269.0,14025
1742888100,2025-03-25 13:05:00+05:30,269.0,272.2,264.0,265.05,14175
1742888400,2025-03-25 13:10:00+05:30,264.8,268.05,262.75,267.3,20175
1742888700,2025-03-25 13:15:00+05:30,267.95,281.6,266.7,277.0,20700
1742889000,2025-03-25 13:20:00+05:30,277.0,277.75,260.8,262.0,125100
1742889300,2025-03-25 13:25:00+05:30,262.0,269.5,262.0,267.7,4875
1742889600,2025-03-25 13:30:00+05:30,267.7,267.7,261.3,262.25,4350
1742889900,2025-03-25 13:35:00+05:30,262.25,262.25,248.9,250.25,18300
1742890200,2025-03-25 13:40:00+05:30,249.7,259.3,249.7,254.3,9450
