epoch_short,datetime_ist,open_short,high_short,low_short,close_short,volume_short,epoch_long,open_long,high_long,low_long,close_long,volume_long,price_diff,macd
1742787900,2025-03-24 09:15:00+05:30,77.0,77.55,71.8,72.2,96300,1742787900,88.65,89.95,82.95,83.15,47475,-10.950000000000003,0.0
1742788200,2025-03-24 09:20:00+05:30,72.2,75.45,71.8,72.5,62400,1742788200,83.25,86.8,82.45,83.3,63825,-10.799999999999997,0.00011576307158023269
1742788500,2025-03-24 09:25:00+05:30,73.1,76.05,73.1,73.65,30225,1742788500,83.95,86.8,83.7,84.8,26250,-11.149999999999991,-4.502021312369209e-05
1742788800,2025-03-24 09:30:00+05:30,73.85,80.2,73.85,79.15,19200,1742788800,84.9,91.95,84.9,91.95,23625,-12.799999999999997,-0.0014703524976908966
1742789100,2025-03-24 09:35:00+05:30,79.2,82.0,78.05,81.25,16800,1742789100,91.95,94.0,88.7,94.0,10500,-12.75,-0.002777861942432125
1742789400,2025-03-24 09:40:00+05:30,82.15,82.8,74.7,76.55,24075,1742789400,94.0,94.0,85.7,88.45,9600,-11.900000000000006,-0.0033555924695445327
1742789700,2025-03-24 09:45:00+05:30,76.5,80.35,74.85,76.05,19575,1742789700,87.85,91.55,85.75,86.3,15075,-10.25,-0.002625683050762717
1742790000,2025-03-24 09:50:00+05:30,76.2,76.2,72.3,74.35,29025,1742790000,87.0,87.0,82.5,84.7,19275,-10.350000000000009,-0.002010917668778589
1742790300,2025-03-24 09:55:00+05:30,74.0,74.0,70.05,70.6,23400,1742790300,84.7,84.7,79.8,80.45,60900,-9.850000000000009,-0.0010424092225100878
1742790600,2025-03-24 10:00:00+05:30,70.65,71.2,69.5,70.05,14175,1742790600,80.45,81.0,78.65,79.45,39675,-9.400000000000006,0.0002211239658294062
1742790900,2025-03-24 10:05:00+05:30,70.05,72.05,69.95,70.55,16200,1742790900,79.45,81.05,79.0,80.35,18600,-9.799999999999997,0.0011065502814400219
1742791200,2025-03-24 10:10:00+05:30,70.55,71.2,70.0,70.75,8400,1742791200,80.35,80.85,79.25,79.85,12450,-9.099999999999994,0.002482833769583692
1742791500,2025-03-24 10:15:00+05:30,70.75,71.05,69.75,70.0,11400,1742791500,80.05,80.95,79.0,79.0,18675,-9.0,0.003858963708488261
1742791800,2025-03-24 10:20:00+05:30,70.0,72.0,69.45,71.6,14550,1742791800,79.0,81.75,78.6,81.2,33300,-9.600000000000009,0.004693658810912993
1742792100,2025-03-24 10:25:00+05:30,71.6,71.6,70.2,70.6,9225,1742792100,81.2,81.2,77.25,80.5,23025,-9.900000000000006,0.005247468703160507
1742792400,2025-03-24 10:30:00+05:30,71.2,72.0,70.85,71.65,21525,1742792400,80.9,82.1,80.45,82.1,21900,-10.449999999999989,0.005342418498127444
1742792700,2025-03-24 10:35:00+05:30,72.3,72.35,70.9,71.75,15750,1742792700,82.1,82.1,80.45,81.25,13275,-9.5,0.006161208652779138
1742793000,2025-03-24 10:40:00+05:30,71.45,71.65,69.8,71.2,11775,1742793000,81.25,81.35,79.25,81.25,15750,-10.049999999999997,0.006505914061428086
1742793300,2025-03-24 10:45:00+05:30,71.8,72.05,70.4,70.8,7125,1742793300,81.3,82.0,79.65,80.25,7575,-9.450000000000003,0.007289762824829182
1742793600,2025-03-24 10:50:00+05:30,71.0,71.95,70.0,71.9,10650,1742793600,80.25,81.2,78.9,81.0,15750,-9.099999999999994,0.008295148902508487
1742793900,2025-03-24 10:55:00+05:30,71.9,71.9,68.95,70.0,21825,1742793900,81.0,81.0,77.95,79.1,16575,-9.099999999999994,0.009239043519322365
1742794200,2025-03-24 11:00:00+05:30,70.0,71.95,68.35,68.4,27750,1742794200,79.15,81.25,77.35,77.35,50100,-8.949999999999989,0.010239850687698393
1742794500,2025-03-24 11:05:00+05:30,68.75,69.15,67.4,68.95,14475,1742794500,77.35,78.5,76.9,78.2,14175,-9.25,0.010946390320173194
1742794800,2025-03-24 11:10:00+05:30,68.95,69.65,67.4,68.15,19275,1742794800,78.2,79.5,76.5,76.8,21975,-8.649999999999991,0.012068819820118648
1742795100,2025-03-24 11:15:00+05:30,68.15,68.8,67.65,68.3,33975,1742795100,76.8,78.55,76.7,77.4,49275,-9.100000000000009,0.0127731429613398
1742795400,2025-03-24 11:20:00+05:30,68.3,68.3,66.2,67.25,19125,1742795400,77.4,77.4,75.5,76.2,7725,-8.950000000000003,0.013544778403554503
1742795700,2025-03-24 11:25:00+05:30,67.3,67.85,66.4,66.95,17475,1742795700,75.7,76.8,75.15,75.2,22425,-8.25,0.01480390688470301
