epoch_short,datetime_ist,open_short,high_short,low_short,close_short,volume_short,epoch_long,open_long,high_long,low_long,close_long,volume_long,price_diff,macd
1742787900,2025-03-24 09:15:00+05:30,594.5,594.5,502.6,505.5,38250,1742787900,577.95,581.5,577.95,580.5,825,-75.0,0.0
1742788200,2025-03-24 09:20:00+05:30,505.0,525.0,503.5,509.05,29025,1742788200,580.5,580.5,571.5,577.4,225,-68.34999999999997,0.005132162840055798
1742788500,2025-03-24 09:25:00+05:30,512.35,528.45,512.35,523.1,28650,1742788500,577.4,587.25,577.4,587.25,75,-64.14999999999998,0.013220516515929148
1742788800,2025-03-24 09:30:00+05:30,525.0,551.85,525.0,551.65,12375,1742788800,587.25,616.3,587.25,616.2,375,-64.55000000000007,0.020546768221890943
1742789100,2025-03-24 09:35:00+05:30,552.25,560.6,541.4,555.1,11625,1742789100,616.2,622.9,612.85,622.9,150,-67.79999999999995,0.02494752454730076
1742789400,2025-03-24 09:40:00+05:30,558.2,562.25,522.0,532.65,15975,1742789400,622.9,622.9,595.3,595.3,75,-62.64999999999998,0.03306242231694512
1742789700,2025-03-24 09:45:00+05:30,532.65,538.15,515.65,518.8,12375,1742789700,595.3,597.25,592.2,592.2,375,-73.40000000000009,0.03241079864034191
1742790000,2025-03-24 09:50:00+05:30,518.8,518.8,500.0,512.3,22350,1742790000,592.2,592.2,571.2,579.1,3150,-66.80000000000007,0.03686344236285777
1742790300,2025-03-24 09:55:00+05:30,513.45,513.45,482.6,484.0,19800,1742790300,577.5,577.5,545.0,546.5,2100,-62.5,0.04436219749059944
1742790600,2025-03-24 10:00:00+05:30,484.0,485.15,473.75,477.05,37800,1742790600,546.95,547.8,539.0,540.25,1650,-63.19999999999999,0.05087559756408666
1742790900,2025-03-24 10:05:00+05:30,477.35,487.25,476.55,485.0,31350,1742790900,540.25,548.5,540.25,548.5,825,-63.5,0.05676130942396185
1742791200,2025-03-24 10:10:00+05:30,485.0,488.3,481.0,483.9,32100,1742791200,548.5,549.5,545.95,545.95,300,-62.05000000000007,0.06339975379283658
1742791500,2025-03-24 10:15:00+05:30,483.9,487.95,475.05,477.5,21300,1742791500,545.95,550.0,545.95,548.5,525,-71.0,0.06271832217947804
1742791800,2025-03-24 10:20:00+05:30,477.5,486.65,475.6,485.6,8475,1742791800,548.5,548.5,542.0,546.5,525,-60.89999999999998,0.06982053966690671
1742792100,2025-03-24 10:25:00+05:30,485.6,486.55,474.0,477.95,11775,1742792100,546.5,546.5,538.5,542.8,300,-64.84999999999997,0.07343128273313937
1742792400,2025-03-24 10:30:00+05:30,477.95,484.05,475.85,482.0,11625,1742792400,542.8,542.8,538.55,538.55,450,-56.549999999999955,0.08319306261941506
1742792700,2025-03-24 10:35:00+05:30,486.5,486.5,475.2,480.85,17400,1742792700,538.55,542.45,538.55,540.0,300,-59.14999999999998,0.09034918598665342
1742793000,2025-03-24 10:40:00+05:30,480.85,480.85,468.9,475.05,14925,1742793000,540.0,540.0,534.0,537.5,225,-62.44999999999999,0.09449667810167739
1742793300,2025-03-24 10:45:00+05:30,474.6,478.75,471.0,471.0,24000,1742793300,537.5,537.5,531.8,534.05,225,-63.049999999999955,0.09788092991705355
