epoch_short,datetime_ist,open_short,high_short,low_short,close_short,volume_short,epoch_long,open_long,high_long,low_long,close_long,volume_long,price_diff,macd
1742787900,2025-03-24 09:15:00+05:30,513.6,563.1,513.6,563.0,23850,1742787900,592.45,635.35,588.0,634.85,18900,-71.85000000000002,0.0
1742788200,2025-03-24 09:20:00+05:30,561.3,562.4,539.85,559.05,14625,1742788200,632.8,632.8,611.65,631.0,14475,-71.95000000000005,-7.717538105111998e-05
1742788500,2025-03-24 09:25:00+05:30,555.0,555.0,542.1,542.1,4425,1742788500,628.85,628.85,613.2,615.7,8400,-73.60000000000002,-0.0014234562010813079
1742788800,2025-03-24 09:30:00+05:30,542.0,542.0,519.55,520.7,27975,1742788800,609.5,611.75,588.5,590.7,8400,-70.0,8.344406660398818e-05
1742789100,2025-03-24 09:35:00+05:30,520.7,532.7,515.05,517.0,4500,1742789100,588.55,601.3,583.65,586.3,6900,-69.29999999999995,0.002047937725720317
1742789400,2025-03-24 09:40:00+05:30,517.0,549.45,511.15,537.5,4725,1742789400,583.7,621.35,581.05,610.8,9150,-73.29999999999995,0.000816192150765005
1742789700,2025-03-24 09:45:00+05:30,538.6,560.45,538.6,556.25,7200,1742789700,610.8,631.7,608.3,629.05,6300,-72.79999999999995,3.718648990513884e-05
1742790000,2025-03-24 09:50:00+05:30,555.9,575.4,555.9,563.45,5850,1742790000,630.15,647.9,630.15,634.9,7350,-71.44999999999993,0.0003427050161377565
1742790300,2025-03-24 09:55:00+05:30,563.45,599.55,563.45,595.2,9825,1742790300,636.0,672.5,636.0,667.6,17400,-72.39999999999998,-0.00010194780271888249
1742790600,2025-03-24 10:00:00+05:30,594.65,610.0,592.35,601.65,20550,1742790600,670.55,682.95,664.45,675.8,6225,-74.14999999999998,-0.0018727265733815557
1742790900,2025-03-24 10:05:00+05:30,601.65,604.45,592.55,596.05,9150,1742790900,678.15,678.15,669.05,669.55,3525,-73.5,-0.003043391109571303
1742791200,2025-03-24 10:10:00+05:30,596.0,600.95,590.25,597.35,8475,1742791200,669.95,672.0,662.95,669.95,4275,-72.60000000000002,-0.003452982465617538
