epoch,datetime_ist,open,high,low,close,volume
1742787900,2025-03-24 09:15:00+05:30,748.85,790.0,734.6,790.0,27150
1742788200,2025-03-24 09:20:00+05:30,790.0,790.0,762.05,782.4,40425
1742788500,2025-03-24 09:25:00+05:30,778.45,778.95,764.6,767.7,21000
1742788800,2025-03-24 09:30:00+05:30,765.6,767.0,736.0,738.8,41625
1742789100,2025-03-24 09:35:00+05:30,736.2,751.25,732.65,732.85,14700
1742789400,2025-03-24 09:40:00+05:30,731.05,775.0,727.0,760.9,27750
1742789700,2025-03-24 09:45:00+05:30,760.9,787.0,760.0,782.55,28350
1742790000,2025-03-24 09:50:00+05:30,782.55,802.75,781.1,786.0,19950
1742790300,2025-03-24 09:55:00+05:30,789.55,830.85,789.05,824.55,20100
1742790600,2025-03-24 10:00:00+05:30,824.05,841.65,824.05,833.65,31500
1742790900,2025-03-24 10:05:00+05:30,835.45,835.9,821.05,825.85,30075
1742791200,2025-03-24 10:10:00+05:30,825.85,831.0,820.0,825.55,9600
1742791500,2025-03-24 10:15:00+05:30,825.55,840.45,821.45,840.45,13275
1742791800,2025-03-24 10:20:00+05:30,842.05,844.45,826.25,828.5,14475
1742792100,2025-03-24 10:25:00+05:30,829.6,845.5,829.0,841.45,7575
1742792400,2025-03-24 10:30:00+05:30,838.95,849.3,838.95,839.85,6975
1742792700,2025-03-24 10:35:00+05:30,837.65,857.85,837.05,850.95,21600
1742793000,2025-03-24 10:40:00+05:30,850.95,864.45,850.05,860.0,12150
1742793300,2025-03-24 10:45:00+05:30,860.0,868.0,855.05,868.0,5475
1742793600,2025-03-24 10:50:00+05:30,869.95,883.0,866.0,879.55,14475
1742793900,2025-03-24 10:55:00+05:30,879.55,912.8,879.55,912.8,17400
1742794200,2025-03-24 11:00:00+05:30,912.8,923.3,894.25,917.3,17700
1742794500,2025-03-24 11:05:00+05:30,917.3,917.3,894.45,894.45,15375
1742794800,2025-03-24 11:10:00+05:30,894.45,898.95,878.55,894.1,16275
1742795100,2025-03-24 11:15:00+05:30,893.5,895.65,879.0,882.75,6075
1742795400,2025-03-24 11:20:00+05:30,884.5,895.1,883.55,892.15,6600
1742795700,2025-03-24 11:25:00+05:30,892.15,902.95,891.6,896.15,6225
1742796000,2025-03-24 11:30:00+05:30,896.15,904.85,895.55,899.0,9300
1742796300,2025-03-24 11:35:00+05:30,897.85,898.0,868.0,868.1,11625
