epoch_short,datetime_ist,open_short,high_short,low_short,close_short,volume_short,epoch_long,open_long,high_long,low_long,close_long,volume_long,price_diff,macd
1742874300,2025-03-25 09:15:00+05:30,74.85,82.7,74.85,82.7,27150,1742874300,86.6,94.2,86.6,94.2,13425,-11.5,0.0
1742874600,2025-03-25 09:20:00+05:30,83.05,89.0,82.45,88.25,47025,1742874600,94.7,100.75,93.5,99.3,58350,-11.049999999999997,0.0003472892147389217
1742874900,2025-03-25 09:25:00+05:30,88.0,88.0,79.8,80.1,38925,1742874900,99.55,99.75,90.35,90.65,21900,-10.550000000000011,0.001061157766958587
1742875200,2025-03-25 09:30:00+05:30,79.6,79.85,76.3,76.95,29400,1742875200,90.15,90.15,85.85,86.65,16125,-9.700000000000003,0.0023910820205301775
1742875500,2025-03-25 09:35:00+05:30,76.95,77.65,74.4,75.3,31350,1742875500,86.7,87.5,84.15,85.2,9900,-9.900000000000006,0.003491937623493868
1742875800,2025-03-25 09:40:00+05:30,75.3,76.55,75.0,75.95,26325,1742875800,84.95,86.25,84.45,85.9,34650,-9.950000000000003,0.004491189764806336
1742876100,2025-03-25 09:45:00+05:30,75.95,76.8,73.75,73.75,45150,1742876100,85.55,87.35,83.15,83.25,11850,-9.5,0.005779511486055711
1742876400,2025-03-25 09:50:00+05:30,73.75,74.5,70.15,70.15,39675,1742876400,83.25,83.7,79.25,79.25,14325,-9.099999999999994,0.007301481400478593
1742876700,2025-03-25 09:55:00+05:30,70.3,70.85,68.4,69.6,41925,1742876700,79.15,79.75,76.85,78.0,10500,-8.400000000000006,0.009274648424433707
1742877000,2025-03-25 10:00:00+05:30,69.65,73.2,69.65,72.9,34650,1742877000,78.0,82.95,78.0,81.9,12300,-9.0,0.010669486675766393
1742877300,2025-03-25 10:05:00+05:30,72.8,74.65,71.4,74.25,27450,1742877300,82.0,84.35,80.45,84.0,33975,-9.75,0.011400845858974051
1742877600,2025-03-25 10:10:00+05:30,74.25,76.75,73.65,76.75,12600,1742877600,84.0,87.0,82.65,87.0,23325,-10.25,0.011697455014887836
1742877900,2025-03-25 10:15:00+05:30,77.0,77.75,72.5,74.65,14550,1742877900,87.0,88.2,81.8,84.0,12975,-9.349999999999994,0.012663362488313012
1742878200,2025-03-25 10:20:00+05:30,74.65,75.6,73.45,74.2,11775,1742878200,84.0,84.65,82.8,83.55,11175,-9.349999999999994,0.013566570526583277
1742878500,2025-03-25 10:25:00+05:30,74.25,75.4,73.3,75.2,15675,1742878500,83.9,84.0,82.85,83.65,6300,-8.450000000000003,0.015104396090423577
1742878800,2025-03-25 10:30:00+05:30,75.05,76.9,74.35,76.3,8325,1742878800,83.65,86.8,83.65,85.8,4800,-9.5,0.015735958863507093
1742879100,2025-03-25 10:35:00+05:30,76.4,81.35,75.75,78.45,14175,1742879100,86.75,92.5,85.65,89.5,11700,-11.049999999999997,0.015124552764698151
1742879400,2025-03-25 10:40:00+05:30,78.8,81.35,76.3,77.0,12975,1742879400,89.5,92.05,86.45,87.35,8700,-10.349999999999994,0.01507520360608261
1742879700,2025-03-25 10:45:00+05:30,77.0,80.6,76.6,80.1,10350,1742879700,87.35,91.1,87.3,90.15,3375,-10.050000000000011,0.015248450308284589
1742880000,2025-03-25 10:50:00+05:30,80.55,82.5,79.35,82.5,19350,1742880000,90.15,93.35,90.15,93.35,2625,-10.849999999999994,0.014783032942444763
1742880300,2025-03-25 10:55:00+05:30,82.5,92.8,82.5,84.8,36225,1742880300,93.15,105.55,93.15,95.8,37050,-11.0,0.014215945964433985
1742880600,2025-03-25 11:00:00+05:30,85.0,88.25,84.65,84.65,10650,1742880600,95.8,100.25,95.8,97.55,4725,-12.899999999999991,0.012202628795010995
1742880900,2025-03-25 11:05:00+05:30,84.25,86.85,81.05,86.75,9825,1742880900,95.35,98.9,92.1,98.55,10725,-11.799999999999997,0.011139142140912384
1742881200,2025-03-25 11:10:00+05:30,86.75,86.75,83.15,83.35,14925,1742881200,98.55,98.55,94.25,94.25,5100,-10.900000000000006,0.010819910482222639
1742881500,2025-03-25 11:15:00+05:30,83.35,85.7,81.4,81.9,8625,1742881500,94.25,96.6,92.0,92.75,6450,-10.849999999999994,0.010548408352596184
1742881800,2025-03-25 11:20:00+05:30,81.9,87.65,81.75,87.65,4125,1742881800,93.05,99.4,93.05,99.4,3825,-11.75,0.009589063848167712
1742882100,2025-03-25 11:25:00+05:30,87.4,90.0,86.45,88.05,8325,1742882100,99.4,101.75,98.4,99.85,6825,-11.799999999999997,0.008636298078808835
1742882400,2025-03-25 11:30:00+05:30,88.05,89.0,84.1,84.55,2700,1742882400,99.85,99.85,95.1,95.1,4050,-10.549999999999997,0.008693765820193988
1742882700,2025-03-25 11:35:00+05:30,84.55,88.55,84.55,87.0,4275,1742882700,95.1,100.2,95.1,99.1,900,-12.099999999999994,0.007545156791014307
1742883000,2025-03-25 11:40:00+05:30,88.45,88.75,86.25,87.3,5850,1742883000,100.55,101.55,98.1,98.6,5325,-11.299999999999997,0.007071065287808764
