epoch,datetime_ist,open,high,low,close,volume
1742874300,2025-03-25 09:15:00+05:30,1812.5,1818.25,1810.9,1818.25,1125
1742874600,2025-03-25 09:20:00+05:30,1818.25,1818.25,1818.25,1818.25,0
1742874900,2025-03-25 09:25:00+05:30,1818.25,1818.25,1818.25,1818.25,0
1742875200,2025-03-25 09:30:00+05:30,1818.25,1818.25,1818.25,1818.25,0
1742875500,2025-03-25 09:35:00+05:30,1818.25,1818.25,1818.25,1818.25,0
1742875800,2025-03-25 09:40:00+05:30,1818.25,1818.25,1818.25,1818.25,0
1742876100,2025-03-25 09:45:00+05:30,1818.25,1860.1,1818.25,1855.0,225
1742876400,2025-03-25 09:50:00+05:30,1855.0,1908.95,1855.0,1908.95,300
1742876700,2025-03-25 09:55:00+05:30,1908.95,1934.4,1908.95,1934.4,150
1742877000,2025-03-25 10:00:00+05:30,1934.4,1934.4,1930.0,1930.0,75
1742877300,2025-03-25 10:05:00+05:30,1930.0,1930.0,1930.0,1930.0,0
1742877600,2025-03-25 10:10:00+05:30,1930.0,1930.0,1930.0,1930.0,0
1742877900,2025-03-25 10:15:00+05:30,1930.0,1930.0,1930.0,1930.0,0
1742878200,2025-03-25 10:20:00+05:30,1930.0,1930.0,1896.95,1901.55,3450
1742878500,2025-03-25 10:25:00+05:30,1899.75,1899.75,1894.95,1894.95,525
1742878800,2025-03-25 10:30:00+05:30,1894.95,1894.95,1894.95,1894.95,0
1742879100,2025-03-25 10:35:00+05:30,1894.95,1894.95,1894.95,1894.95,0
1742879400,2025-03-25 10:40:00+05:30,1894.95,1894.95,1840.7,1845.4,150
1742879700,2025-03-25 10:45:00+05:30,1845.4,1845.4,1820.8,1826.05,450
1742880000,2025-03-25 10:50:00+05:30,1826.05,1826.05,1826.05,1826.05,0
1742880300,2025-03-25 10:55:00+05:30,1826.05,1826.05,1766.65,1766.65,75
1742880600,2025-03-25 11:00:00+05:30,1766.65,1786.9,1764.95,1764.95,150
1742880900,2025-03-25 11:05:00+05:30,1764.95,1777.8,1764.95,1774.8,300
1742881200,2025-03-25 11:10:00+05:30,1774.8,1774.8,1774.8,1774.8,0
1742881500,2025-03-25 11:15:00+05:30,1774.8,1774.8,1774.8,1774.8,0
1742881800,2025-03-25 11:20:00+05:30,1774.8,1799.0,1774.8,1799.0,75
1742882100,2025-03-25 11:25:00+05:30,1799.0,1799.0,1750.0,1750.0,1275
1742882400,2025-03-25 11:30:00+05:30,1750.0,1750.0,1750.0,1750.0,0
1742882700,2025-03-25 11:35:00+05:30,1750.0,1750.0,1750.0,1750.0,0
1742883000,2025-03-25 11:40:00+05:30,1750.0,1750.0,1750.0,1750.0,0
1742883300,2025-03-25 11:45:00+05:30,1750.0,1750.0,1750.0,1750.0,0
1742883600,2025-03-25 11:50:00+05:30,1750.0,1750.0,1750.0,1750.0,0
1742883900,2025-03-25 11:55:00+05:30,1750.0,1750.0,1750.0,1750.0,0
1742884200,2025-03-25 12:00:00+05:30,1750.0,1750.0,1750.0,1750.0,0
1742884500,2025-03-25 12:05:00+05:30,1750.0,1750.0,1750.0,1750.0,0
1742884800,2025-03-25 12:10:00+05:30,1750.0,1750.0,1750.0,1750.0,0
1742885100,2025-03-25 12:15:00+05:30,1750.0,1750.0,1750.0,1750.0,0
1742885400,2025-03-25 12:20:00+05:30,1750.0,1750.0,1750.0,1750.0,0
1742885700,2025-03-25 12:25:00+05:30,1750.0,1763.15,1750.0,1763.15,300
1742886000,2025-03-25 12:30:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742886300,2025-03-25 12:35:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742886600,2025-03-25 12:40:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742886900,2025-03-25 12:45:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742887200,2025-03-25 12:50:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742887500,2025-03-25 12:55:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742887800,2025-03-25 13:00:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742888100,2025-03-25 13:05:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742888400,2025-03-25 13:10:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742888700,2025-03-25 13:15:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742889000,2025-03-25 13:20:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742889300,2025-03-25 13:25:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742889600,2025-03-25 13:30:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742889900,2025-03-25 13:35:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742890200,2025-03-25 13:40:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742890500,2025-03-25 13:45:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742890800,2025-03-25 13:50:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742891100,2025-03-25 13:55:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742891400,2025-03-25 14:00:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742891700,2025-03-25 14:05:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742892000,2025-03-25 14:10:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742892300,2025-03-25 14:15:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742892600,2025-03-25 14:20:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742892900,2025-03-25 14:25:00+05:30,1763.15,1763.15,1763.15,1763.15,0
1742893200,2025-03-25 14:30:00+05:30,1763.15,1816.95,1763.15,1816.95,150
1742893500,2025-03-25 14:35:00+05:30,1816.95,1816.95,1816.95,1816.95,0
1742893800,2025-03-25 14:40:00+05:30,1816.95,1816.95,1816.95,1816.95,0
1742894100,2025-03-25 14:45:00+05:30,1816.95,1816.95,1816.95,1816.95,0
1742894400,2025-03-25 14:50:00+05:30,1816.95,1820.7,1816.95,1820.7,150
1742894700,2025-03-25 14:55:00+05:30,1820.7,1820.7,1820.7,1820.7,0
1742895000,2025-03-25 15:00:00+05:30,1820.7,1820.7,1820.7,1820.7,0
1742895300,2025-03-25 15:05:00+05:30,1820.7,1820.7,1820.7,1820.7,0
1742895600,2025-03-25 15:10:00+05:30,1820.7,1820.7,1820.7,1820.7,0
1742895900,2025-03-25 15:15:00+05:30,1820.7,1820.7,1820.7,1820.7,0
1742896200,2025-03-25 15:20:00+05:30,1820.7,1820.7,1776.15,1776.15,75
1742896500,2025-03-25 15:25:00+05:30,1776.15,1776.15,1738.35,1738.35,75
1742961000,2025-03-26 09:20:00+05:30,1800.0,1800.0,1800.0,1800.0,75
1742961300,2025-03-26 09:25:00+05:30,1800.0,1800.0,1800.0,1800.0,0
1742961600,2025-03-26 09:30:00+05:30,1800.0,1800.0,1800.0,1800.0,0
1742961900,2025-03-26 09:35:00+05:30,1800.0,1800.0,1800.0,1800.0,0
1742962200,2025-03-26 09:40:00+05:30,1800.0,1800.0,1800.0,1800.0,0
1742962500,2025-03-26 09:45:00+05:30,1800.0,1800.0,1800.0,1800.0,0
1742962800,2025-03-26 09:50:00+05:30,1800.0,1800.0,1735.0,1737.0,450
1742963100,2025-03-26 09:55:00+05:30,1739.0,1742.0,1739.0,1742.0,300
1742963400,2025-03-26 10:00:00+05:30,1742.0,1742.0,1742.0,1742.0,0
1742963700,2025-03-26 10:05:00+05:30,1742.0,1742.0,1742.0,1742.0,0
1742964000,2025-03-26 10:10:00+05:30,1742.0,1742.0,1742.0,1742.0,0
1742964300,2025-03-26 10:15:00+05:30,1742.0,1742.0,1742.0,1742.0,0
1742964600,2025-03-26 10:20:00+05:30,1742.0,1742.0,1742.0,1742.0,0
1742964900,2025-03-26 10:25:00+05:30,1742.0,1742.0,1742.0,1742.0,0
1742965200,2025-03-26 10:30:00+05:30,1742.0,1742.0,1742.0,1742.0,0
1742965500,2025-03-26 10:35:00+05:30,1742.0,1800.0,1742.0,1800.0,75
1742965800,2025-03-26 10:40:00+05:30,1800.0,1800.0,1777.0,1777.0,75
1742966100,2025-03-26 10:45:00+05:30,1777.0,1777.0,1777.0,1777.0,0
1742966400,2025-03-26 10:50:00+05:30,1777.0,1777.0,1777.0,1777.0,0
1742966700,2025-03-26 10:55:00+05:30,1777.0,1777.0,1777.0,1777.0,0
1742967000,2025-03-26 11:00:00+05:30,1777.0,1777.0,1777.0,1777.0,0
