epoch_short,datetime_ist,open_short,high_short,low_short,close_short,volume_short,epoch_long,open_long,high_long,low_long,close_long,volume_long,price_diff,macd
1742874300,2025-03-25 09:15:00+05:30,754.5,762.0,740.0,740.0,2700,1742874300,843.8,846.4,818.8,818.8,56775,-78.79999999999995,0.0
1742874600,2025-03-25 09:20:00+05:30,735.45,735.45,711.6,718.5,15000,1742874600,817.5,820.65,791.95,791.95,21300,-73.45000000000005,0.004128882886348606
1742874900,2025-03-25 09:25:00+05:30,710.0,735.35,694.65,735.35,15075,1742874900,791.1,815.5,774.25,815.05,7725,-79.69999999999993,0.003204877817609031
1742875200,2025-03-25 09:30:00+05:30,733.6,758.35,733.6,758.35,7350,1742875200,815.05,840.0,815.05,838.5,4425,-80.14999999999998,0.0019817405721909154
1742875500,2025-03-25 09:35:00+05:30,760.0,781.95,757.85,778.0,8700,1742875500,841.7,868.8,841.5,865.65,4875,-87.64999999999998,-0.004964058449147046
1742875800,2025-03-25 09:40:00+05:30,778.0,782.65,771.05,780.0,15450,1742875800,865.65,866.65,858.0,863.25,2775,-83.25,-0.008129717945905668
1742876100,2025-03-25 09:45:00+05:30,780.0,790.0,767.5,790.0,14700,1742876100,863.25,881.5,855.0,881.5,5475,-91.5,-0.017482611444449958
1742876400,2025-03-25 09:50:00+05:30,795.0,830.0,795.0,827.05,9900,1742876400,883.45,915.0,879.75,911.05,4500,-84.0,-0.020521371776993647
1742876700,2025-03-25 09:55:00+05:30,826.0,851.45,826.0,851.45,3525,1742876700,911.05,940.35,910.35,935.55,11850,-84.09999999999991,-0.023454962628235876
1742877000,2025-03-25 10:00:00+05:30,851.45,851.45,821.05,832.0,3000,1742877000,935.55,936.55,905.5,914.05,2400,-82.04999999999995,-0.02462761200690977
1742877300,2025-03-25 10:05:00+05:30,832.0,834.0,816.0,816.0,825,1742877300,912.5,919.6,898.0,898.0,1650,-82.0,-0.02567841248118441
1742877600,2025-03-25 10:10:00+05:30,812.0,812.0,780.0,780.0,3375,1742877600,898.0,898.0,871.45,871.45,1350,-91.45000000000005,-0.03394489094412734
1742877900,2025-03-25 10:15:00+05:30,780.0,811.5,769.9,803.45,2325,1742877900,871.45,895.9,853.55,882.55,2925,-79.09999999999991,-0.032201055024060565
1742878200,2025-03-25 10:20:00+05:30,803.45,822.55,803.45,821.15,525,1742878200,882.55,909.0,882.55,906.25,300,-85.10000000000002,-0.035158443333429545
1742878500,2025-03-25 10:25:00+05:30,815.55,827.45,811.95,822.95,7650,1742878500,906.25,911.0,900.0,900.0,2250,-77.04999999999995,-0.03171403113090321
1742878800,2025-03-25 10:30:00+05:30,822.95,822.95,792.95,797.95,2025,1742878800,900.0,900.0,871.95,882.55,225,-84.59999999999991,-0.0342606196887516
1742879100,2025-03-25 10:35:00+05:30,790.5,790.5,738.0,750.75,4875,1742879100,882.55,882.55,815.0,829.5,3000,-78.75,-0.03212646859211077
1742879400,2025-03-25 10:40:00+05:30,750.75,769.4,740.5,765.2,7650,1742879400,829.5,853.95,820.05,853.95,675,-88.75,-0.0378020016623708
1742879700,2025-03-25 10:45:00+05:30,765.2,765.2,754.35,757.55,525,1742879700,853.95,853.95,837.0,846.0,2550,-88.45000000000005,-0.04290584663719699
1742880000,2025-03-25 10:50:00+05:30,757.55,757.55,751.45,751.45,150,1742880000,846.0,846.0,830.0,831.5,450,-80.04999999999995,-0.041214184114551244
1742880300,2025-03-25 10:55:00+05:30,751.45,751.45,695.5,731.15,6225,1742880300,831.5,831.5,776.0,819.0,9675,-87.85000000000002,-0.04560308794729906
1742880600,2025-03-25 11:00:00+05:30,730.5,730.5,709.55,726.05,11475,1742880600,819.0,819.0,790.0,800.5,6300,-74.45000000000005,-0.03937480848075836
1742880900,2025-03-25 11:05:00+05:30,726.05,742.4,720.0,720.0,2850,1742880900,800.5,827.5,797.0,797.0,2550,-77.0,-0.03542538915979776
1742881200,2025-03-25 11:10:00+05:30,710.0,735.0,710.0,727.75,1200,1742881200,790.0,811.75,790.0,806.05,2325,-78.29999999999995,-0.03266831665158065
1742881500,2025-03-25 11:15:00+05:30,727.75,740.0,720.45,729.5,600,1742881500,806.05,826.05,803.8,817.0,3675,-87.5,-0.03713723976864003
1742881800,2025-03-25 11:20:00+05:30,729.5,729.5,710.0,713.55,450,1742881800,817.0,817.0,790.0,790.05,600,-76.5,-0.03284333766393388
1742882100,2025-03-25 11:25:00+05:30,713.55,713.55,691.45,697.75,1125,1742882100,785.0,789.55,771.2,775.05,975,-77.29999999999995,-0.02937677394376692
1742882400,2025-03-25 11:30:00+05:30,697.75,717.95,697.75,715.0,8475,1742882400,775.05,799.45,775.05,799.45,450,-84.45000000000005,-0.031595527028699166
1742882700,2025-03-25 11:35:00+05:30,715.0,715.0,702.0,702.0,4650,1742882700,794.05,794.05,765.0,765.0,825,-63.0,-0.01711420139777431
1742883000,2025-03-25 11:40:00+05:30,702.0,702.0,677.35,683.85,6975,1742883000,765.0,769.0,758.5,758.5,750,-74.64999999999998,-0.01240409700427847
1742883300,2025-03-25 11:45:00+05:30,683.85,696.8,683.85,694.75,900,1742883300,758.5,778.75,758.5,778.75,600,-84.0,-0.015158405742113246
1742883600,2025-03-25 11:50:00+05:30,694.75,707.65,680.0,705.8,1050,1742883600,778.75,789.9,757.0,784.8,750,-79.0,-0.01389132584317565
1742883900,2025-03-25 11:55:00+05:30,705.8,722.0,703.6,722.0,1275,1742883900,788.0,810.0,782.9,810.0,1050,-88.0,-0.01962873859095282
