epoch_short,datetime_ist,open_short,high_short,low_short,close_short,volume_short,epoch_long,open_long,high_long,low_long,close_long,volume_long,price_diff,macd
1742874600,2025-03-25 09:20:00+05:30,1590.0,1590.0,1590.0,1590.0,600,1742874600,1717.85,1717.85,1680.1,1680.1,225,-90.09999999999991,0.0
1742874900,2025-03-25 09:25:00+05:30,1590.0,1590.0,1590.0,1590.0,0,1742874900,1680.1,1680.1,1665.15,1665.15,300,-75.15000000000009,0.011537719467483498
1742875200,2025-03-25 09:30:00+05:30,1590.0,1624.2,1590.0,1624.2,75,1742875200,1665.15,1740.15,1665.15,1740.15,75,-115.95000000000005,-0.009053224620245715
1742875500,2025-03-25 09:35:00+05:30,1624.2,1667.95,1624.2,1667.95,150,1742875500,1740.15,1761.4,1740.15,1761.4,375,-93.45000000000005,-0.011144450201427958
1742875800,2025-03-25 09:40:00+05:30,1667.95,1667.95,1667.95,1667.95,0,1742875800,1761.4,1761.4,1761.4,1761.4,0,-93.45000000000005,-0.013112487307623155
1742876100,2025-03-25 09:45:00+05:30,1667.95,1667.95,1667.95,1667.95,75,1742876100,1761.4,1761.4,1761.4,1761.4,0,-93.45000000000005,-0.014962567152124961
1742876400,2025-03-25 09:50:00+05:30,1667.95,1667.95,1667.95,1667.95,0,1742876400,1761.4,1761.4,1761.4,1761.4,0,-93.45000000000005,-0.01669972534034514
1742876700,2025-03-25 09:55:00+05:30,1667.95,1750.7,1667.95,1750.7,150,1742876700,1761.4,1761.4,1761.4,1761.4,0,-10.700000000000045,0.04553381911985355
1742877000,2025-03-25 10:00:00+05:30,1750.7,1750.7,1750.7,1750.7,0,1742877000,1761.4,1840.0,1761.4,1840.0,225,-89.29999999999995,0.04366231594293879
1742877300,2025-03-25 10:05:00+05:30,1750.7,1750.7,1722.0,1722.0,150,1742877300,1840.0,1840.0,1793.15,1793.15,1275,-71.15000000000009,0.05586699598779887
1742877600,2025-03-25 10:10:00+05:30,1722.0,1722.0,1697.35,1697.35,75,1742877600,1793.15,1793.15,1793.15,1793.15,0,-95.80000000000018,0.04833607944445362
1742877900,2025-03-25 10:15:00+05:30,1697.35,1697.35,1697.35,1697.35,0,1742877900,1793.15,1793.15,1735.85,1735.85,300,-38.5,0.08540200565252576
1742878200,2025-03-25 10:20:00+05:30,1697.35,1697.35,1697.35,1697.35,0,1742878200,1735.85,1735.85,1735.85,1735.85,0,-38.5,0.12037101288206031
1742878500,2025-03-25 10:25:00+05:30,1697.35,1697.35,1697.35,1697.35,0,1742878500,1810.0,1814.0,1810.0,1814.0,375,-116.65000000000009,0.0930184530452749
1742878800,2025-03-25 10:30:00+05:30,1697.35,1697.35,1690.0,1690.0,75,1742878800,1814.0,1814.0,1814.0,1814.0,0,-124.0,0.0614204857574947
1742879100,2025-03-25 10:35:00+05:30,1685.0,1685.0,1630.0,1630.0,225,1742879100,1814.0,1814.0,1733.7,1733.7,225,-103.70000000000005,0.04717311479745945
