epoch,datetime_ist,open,high,low,close,volume
1742874300,2025-03-25 09:15:00+05:30,925.5,928.45,905.0,905.0,2250
1742874600,2025-03-25 09:20:00+05:30,905.0,905.0,875.0,875.0,2400
1742874900,2025-03-25 09:25:00+05:30,875.0,880.5,858.55,877.95,1350
1742875200,2025-03-25 09:30:00+05:30,877.95,920.0,877.95,916.0,1275
1742875500,2025-03-25 09:35:00+05:30,916.0,948.5,916.0,948.5,525
1742875800,2025-03-25 09:40:00+05:30,948.5,950.45,938.9,947.0,525
1742876100,2025-03-25 09:45:00+05:30,947.0,953.05,940.5,953.05,525
1742876400,2025-03-25 09:50:00+05:30,953.05,1000.0,953.05,996.0,3450
1742876700,2025-03-25 09:55:00+05:30,996.0,1025.45,996.0,1023.6,5100
1742877000,2025-03-25 10:00:00+05:30,1023.6,1023.6,996.5,996.5,2400
1742877300,2025-03-25 10:05:00+05:30,996.5,1000.0,995.55,1000.0,1575
1742877600,2025-03-25 10:10:00+05:30,1000.0,1000.0,957.0,957.0,750
1742877900,2025-03-25 10:15:00+05:30,945.0,975.0,945.0,965.15,525
1742878200,2025-03-25 10:20:00+05:30,965.15,965.15,965.15,965.15,0
1742878500,2025-03-25 10:25:00+05:30,965.15,990.05,965.15,990.05,450
1742878800,2025-03-25 10:30:00+05:30,990.05,990.05,957.5,957.5,300
1742879100,2025-03-25 10:35:00+05:30,957.5,958.0,921.3,921.3,450
1742879400,2025-03-25 10:40:00+05:30,921.3,940.45,906.0,937.95,1275
1742879700,2025-03-25 10:45:00+05:30,937.95,937.95,924.55,924.55,150
1742880000,2025-03-25 10:50:00+05:30,924.55,928.0,907.5,907.5,1125
1742880300,2025-03-25 10:55:00+05:30,907.5,907.5,862.05,862.05,300
1742880600,2025-03-25 11:00:00+05:30,894.5,894.5,894.5,894.5,75
1742880900,2025-03-25 11:05:00+05:30,889.55,909.0,889.55,908.0,600
1742881200,2025-03-25 11:10:00+05:30,908.0,908.0,874.0,895.0,750
1742881500,2025-03-25 11:15:00+05:30,895.0,899.95,883.0,899.95,375
1742881800,2025-03-25 11:20:00+05:30,899.95,899.95,881.6,884.95,150
1742882100,2025-03-25 11:25:00+05:30,884.95,884.95,856.0,856.0,825
1742882400,2025-03-25 11:30:00+05:30,856.0,883.0,856.0,883.0,600
1742882700,2025-03-25 11:35:00+05:30,883.0,883.0,854.0,854.5,3000
1742883000,2025-03-25 11:40:00+05:30,854.5,859.0,854.5,859.0,75
1742883300,2025-03-25 11:45:00+05:30,859.0,859.0,851.5,858.6,1725
1742883600,2025-03-25 11:50:00+05:30,858.6,869.55,845.5,869.55,1725
1742883900,2025-03-25 11:55:00+05:30,872.05,888.0,868.0,887.8,3525
1742884200,2025-03-25 12:00:00+05:30,887.8,897.0,887.8,893.5,1200
1742884500,2025-03-25 12:05:00+05:30,893.5,913.0,893.5,913.0,675
1742884800,2025-03-25 12:10:00+05:30,913.0,913.0,882.3,882.3,450
1742885100,2025-03-25 12:15:00+05:30,882.3,882.3,855.0,855.0,675
1742885400,2025-03-25 12:20:00+05:30,855.0,880.55,855.0,880.55,150
1742885700,2025-03-25 12:25:00+05:30,880.55,880.55,866.95,866.95,75
1742886000,2025-03-25 12:30:00+05:30,866.95,887.5,866.95,887.5,75
1742886300,2025-03-25 12:35:00+05:30,887.5,887.5,883.55,883.55,75
1742886600,2025-03-25 12:40:00+05:30,883.55,883.55,883.55,883.55,0
1742886900,2025-03-25 12:45:00+05:30,883.55,894.05,883.55,889.55,375
1742887200,2025-03-25 12:50:00+05:30,889.55,896.05,878.65,883.45,1050
1742887500,2025-03-25 12:55:00+05:30,883.45,893.0,880.0,887.0,1800
1742887800,2025-03-25 13:00:00+05:30,887.0,887.0,878.0,878.0,750
1742888100,2025-03-25 13:05:00+05:30,878.0,878.0,878.0,878.0,0
1742888400,2025-03-25 13:10:00+05:30,878.0,888.0,878.0,883.5,225
1742888700,2025-03-25 13:15:00+05:30,883.5,883.5,857.0,857.0,300
1742889000,2025-03-25 13:20:00+05:30,857.0,879.95,857.0,878.5,2700
1742889300,2025-03-25 13:25:00+05:30,878.5,878.5,878.5,878.5,0
1742889600,2025-03-25 13:30:00+05:30,878.5,878.5,874.0,874.0,150
1742889900,2025-03-25 13:35:00+05:30,874.0,906.5,874.0,906.5,675
1742890200,2025-03-25 13:40:00+05:30,906.5,906.5,906.5,906.5,0
1742890500,2025-03-25 13:45:00+05:30,906.5,912.8,898.45,912.8,6825
1742890800,2025-03-25 13:50:00+05:30,912.8,925.95,907.55,917.55,900
1742891100,2025-03-25 13:55:00+05:30,917.55,920.55,915.1,916.5,4350
1742891400,2025-03-25 14:00:00+05:30,916.5,916.5,916.5,916.5,0
1742891700,2025-03-25 14:05:00+05:30,916.5,916.5,916.5,916.5,0
1742892000,2025-03-25 14:10:00+05:30,916.5,923.4,916.5,923.4,150
1742892300,2025-03-25 14:15:00+05:30,923.4,926.95,911.5,911.5,3150
1742892600,2025-03-25 14:20:00+05:30,912.0,912.0,897.5,900.0,225
1742892900,2025-03-25 14:25:00+05:30,900.0,901.0,897.55,900.0,900
