epoch,datetime_ist,open,high,low,close,volume
1742874300,2025-03-25 09:15:00+05:30,111.5,121.75,111.3,121.75,19950
1742874600,2025-03-25 09:20:00+05:30,121.75,130.2,121.75,129.65,21000
1742874900,2025-03-25 09:25:00+05:30,129.55,129.55,117.3,118.2,18900
1742875200,2025-03-25 09:30:00+05:30,117.0,117.5,112.75,113.7,18075
1742875500,2025-03-25 09:35:00+05:30,112.75,113.75,109.05,110.25,20775
1742875800,2025-03-25 09:40:00+05:30,110.25,112.7,109.75,111.0,16950
1742876100,2025-03-25 09:45:00+05:30,111.05,114.4,107.85,108.0,19800
1742876400,2025-03-25 09:50:00+05:30,108.0,108.7,102.45,102.45,21150
1742876700,2025-03-25 09:55:00+05:30,102.45,103.5,99.25,101.1,21150
1742877000,2025-03-25 10:00:00+05:30,101.05,107.6,101.05,106.3,17550
1742877300,2025-03-25 10:05:00+05:30,106.3,109.15,104.35,108.3,18600
1742877600,2025-03-25 10:10:00+05:30,108.55,111.95,107.0,111.7,17925
1742877900,2025-03-25 10:15:00+05:30,113.25,115.2,106.25,109.1,16575
1742878200,2025-03-25 10:20:00+05:30,109.1,109.45,107.0,107.25,17850
1742878500,2025-03-25 10:25:00+05:30,107.5,109.0,106.5,109.0,9150
1742878800,2025-03-25 10:30:00+05:30,109.0,112.0,108.8,111.75,5325
1742879100,2025-03-25 10:35:00+05:30,111.75,120.35,111.25,115.3,8475
1742879400,2025-03-25 10:40:00+05:30,115.3,119.4,111.9,113.25,15075
1742879700,2025-03-25 10:45:00+05:30,113.25,118.0,113.1,117.1,16875
1742880000,2025-03-25 10:50:00+05:30,117.1,121.35,115.9,120.6,11550
1742880300,2025-03-25 10:55:00+05:30,120.6,136.55,120.6,124.05,33525
1742880600,2025-03-25 11:00:00+05:30,125.65,130.0,124.15,124.15,7800
1742880900,2025-03-25 11:05:00+05:30,124.15,127.95,119.75,127.55,12525
1742881200,2025-03-25 11:10:00+05:30,127.55,127.55,122.15,122.15,8925
1742881500,2025-03-25 11:15:00+05:30,121.95,125.75,119.55,120.75,32100
1742881800,2025-03-25 11:20:00+05:30,120.75,128.6,120.75,128.6,4200
1742882100,2025-03-25 11:25:00+05:30,129.35,132.0,126.95,129.15,8550
1742882400,2025-03-25 11:30:00+05:30,127.55,129.85,123.2,124.0,4125
1742882700,2025-03-25 11:35:00+05:30,124.0,129.75,124.0,129.75,3975
